user_id,task_type,priority_level,completion_time,accuracy,quality_score,task_status,title,due_date
,Section Drawing,3,,,,unassigned,New Task 838,2025-05-23
,Finish Schedule,2,,,,unassigned,New Task 839,2025-05-30
,Reflected Ceiling Plan,1,,,,unassigned,New Task 840,
,Conceptual Design,3,,,,unassigned,New Task 841,2025-05-23
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 842,
,Elevation Drawing,1,,,,unassigned,New Task 843,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 844,2025-05-25
,Partition Plan,1,,,,unassigned,New Task 845,
,Other,2,,,,unassigned,New Task 846,
,Partition Plan,3,,,,unassigned,New Task 847,
,Finish Schedule,2,,,,unassigned,New Task 848,2025-05-12
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 849,
,General Specification,2,,,,unassigned,New Task 850,2025-05-7
,Design Development,2,,,,unassigned,New Task 851,
,Hardscape Plan,3,,,,unassigned,New Task 852,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 853,2025-05-11
,Finish Schedule,2,,,,unassigned,New Task 854,
,General Specification,3,,,,unassigned,New Task 855,
,Finish Schedule,1,,,,unassigned,New Task 856,2025-05-6
,Schematic Design,3,,,,unassigned,New Task 857,
,Roof Plan,3,,,,unassigned,New Task 858,
,Landscape Plan,1,,,,unassigned,New Task 859,
,Elevation Drawing,2,,,,unassigned,New Task 860,2025-05-26
,3D Model,3,,,,unassigned,New Task 861,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 862,
,Roof Plan,1,,,,unassigned,New Task 863,2025-05-26
,Interior Layout Plan,1,,,,unassigned,New Task 864,2025-05-27
,Door & Window Schedule,2,,,,unassigned,New Task 865,2025-05-2
,Floor Plan,1,,,,unassigned,New Task 866,
,Floor Plan,3,,,,unassigned,New Task 867,
,Elevation Drawing,2,,,,unassigned,New Task 868,2025-05-16
,Lighting & Fixture Plan,1,,,,unassigned,New Task 869,
,Schematic Design,2,,,,unassigned,New Task 870,2025-05-26
,Conceptual Design,2,,,,unassigned,New Task 871,
,Door & Window Schedule,2,,,,unassigned,New Task 872,2025-05-25
,Floor Plan,1,,,,unassigned,New Task 873,
,Partition Plan,2,,,,unassigned,New Task 874,2025-05-27
,Finish Schedule,2,,,,unassigned,New Task 875,2025-05-24
,Conceptual Design,3,,,,unassigned,New Task 876,2025-05-22
,Technical Specification,2,,,,unassigned,New Task 877,2025-05-10
,Partition Plan,2,,,,unassigned,New Task 878,2025-05-27
,Furniture Layout Plan,1,,,,unassigned,New Task 879,2025-05-11
,Hardscape Plan,3,,,,unassigned,New Task 880,
,Schematic Design,1,,,,unassigned,New Task 881,
,Partition Plan,2,,,,unassigned,New Task 882,
,Permit Drawing,3,,,,unassigned,New Task 883,2025-05-27
,3D Model,1,,,,unassigned,New Task 884,2025-05-25
,Construction Document,1,,,,unassigned,New Task 885,2025-05-4
,Section Drawing,3,,,,unassigned,New Task 886,2025-05-17
,Design Development,3,,,,unassigned,New Task 887,2025-05-3
,Interior Layout Plan,2,,,,unassigned,New Task 888,2025-05-17
,Technical Specification,3,,,,unassigned,New Task 889,
,Door & Window Schedule,3,,,,unassigned,New Task 890,
,Roof Plan,1,,,,unassigned,New Task 891,
,Material Board,1,,,,unassigned,New Task 892,
,Conceptual Design,2,,,,unassigned,New Task 893,2025-05-27
,Roof Plan,3,,,,unassigned,New Task 894,
,Conceptual Design,1,,,,unassigned,New Task 895,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 896,
,Finish Schedule,1,,,,unassigned,New Task 897,2025-05-1
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 898,
,Construction Document,3,,,,unassigned,New Task 899,
,Landscape Plan,3,,,,unassigned,New Task 900,
,Partition Plan,1,,,,unassigned,New Task 901,
,Floor Plan,2,,,,unassigned,New Task 902,2025-05-15
,Partition Plan,3,,,,unassigned,New Task 903,
,Partition Plan,2,,,,unassigned,New Task 904,2025-05-17
,Section Drawing,2,,,,unassigned,New Task 905,
,Finish Schedule,3,,,,unassigned,New Task 906,2025-05-4
,Floor Plan,3,,,,unassigned,New Task 907,2025-05-29
,Section Drawing,2,,,,unassigned,New Task 908,2025-05-25
,Hardscape Plan,1,,,,unassigned,New Task 909,
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 910,
,Design Development,3,,,,unassigned,New Task 911,
,Furniture Layout Plan,1,,,,unassigned,New Task 912,2025-05-4
,Site Plan,3,,,,unassigned,New Task 913,2025-05-1
,Furniture Layout Plan,1,,,,unassigned,New Task 914,
,Landscape Plan,2,,,,unassigned,New Task 915,2025-05-25
,Landscape Plan,1,,,,unassigned,New Task 916,
,3D Render,3,,,,unassigned,New Task 917,2025-05-27
,Reflected Ceiling Plan,3,,,,unassigned,New Task 918,2025-05-30
,Finish Schedule,2,,,,unassigned,New Task 919,2025-05-5
,Material Board,1,,,,unassigned,New Task 920,2025-05-8
,Finish Schedule,3,,,,unassigned,New Task 921,
,Partition Plan,2,,,,unassigned,New Task 922,2025-05-19
,Elevation Drawing,2,,,,unassigned,New Task 923,
,Design Development,2,,,,unassigned,New Task 924,2025-05-18
,Conceptual Design,1,,,,unassigned,New Task 925,
,Partition Plan,2,,,,unassigned,New Task 926,
,Furniture Layout Plan,2,,,,unassigned,New Task 927,2025-05-24
,Landscape Plan,3,,,,unassigned,New Task 928,2025-05-30
,Interior Layout Plan,3,,,,unassigned,New Task 929,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 930,
,Elevation Drawing,2,,,,unassigned,New Task 931,2025-05-3
,General Specification,2,,,,unassigned,New Task 932,2025-05-22
,Lighting & Fixture Plan,1,,,,unassigned,New Task 933,
,Site Plan,3,,,,unassigned,New Task 934,
,Door & Window Schedule,1,,,,unassigned,New Task 935,
,Door & Window Schedule,3,,,,unassigned,New Task 936,
,Roof Plan,2,,,,unassigned,New Task 937,2025-05-17
,Door & Window Schedule,1,,,,unassigned,New Task 938,
,Elevation Drawing,1,,,,unassigned,New Task 939,2025-05-14
,Landscape Plan,3,,,,unassigned,New Task 940,2025-05-30
,Reflected Ceiling Plan,3,,,,unassigned,New Task 941,2025-05-21
,Construction Document,1,,,,unassigned,New Task 942,2025-05-28
,Door & Window Schedule,2,,,,unassigned,New Task 943,2025-05-1
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 944,
,Roof Plan,3,,,,unassigned,New Task 945,
,Design Development,1,,,,unassigned,New Task 946,2025-05-10
,Conceptual Design,2,,,,unassigned,New Task 947,
,Other,1,,,,unassigned,New Task 948,
,3D Render,3,,,,unassigned,New Task 949,
,Other,2,,,,unassigned,New Task 950,2025-05-30
,Door & Window Schedule,3,,,,unassigned,New Task 951,2025-05-10
,Technical Specification,2,,,,unassigned,New Task 952,
,Conceptual Design,3,,,,unassigned,New Task 953,2025-05-14
,Partition Plan,1,,,,unassigned,New Task 954,2025-05-12
,3D Model,2,,,,unassigned,New Task 955,
,Floor Plan,3,,,,unassigned,New Task 956,
,Hardscape Plan,3,,,,unassigned,New Task 957,
,Conceptual Design,1,,,,unassigned,New Task 958,
,Floor Plan,2,,,,unassigned,New Task 959,
,Virtual Reality,2,,,,unassigned,New Task 960,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 961,
,Floor Plan,3,,,,unassigned,New Task 962,2025-05-4
,Elevation Drawing,2,,,,unassigned,New Task 963,2025-05-6
,Floor Plan,2,,,,unassigned,New Task 964,
,Door & Window Schedule,1,,,,unassigned,New Task 965,2025-05-5
,Landscape Plan,1,,,,unassigned,New Task 966,2025-05-9
,Furniture Layout Plan,1,,,,unassigned,New Task 967,2025-05-24
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 968,2025-05-22
,Landscape Plan,1,,,,unassigned,New Task 969,2025-05-18
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 970,
,Partition Plan,3,,,,unassigned,New Task 971,
,General Specification,3,,,,unassigned,New Task 972,2025-05-15
,General Specification,3,,,,unassigned,New Task 973,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 974,2025-05-25
,Conceptual Design,1,,,,unassigned,New Task 975,
,Partition Plan,3,,,,unassigned,New Task 976,
,General Specification,2,,,,unassigned,New Task 977,
,Floor Plan,3,,,,unassigned,New Task 978,2025-05-19
,Schematic Design,1,,,,unassigned,New Task 979,
,Construction Document,2,,,,unassigned,New Task 980,2025-05-15
,Elevation Drawing,1,,,,unassigned,New Task 981,
,Schematic Design,3,,,,unassigned,New Task 982,2025-05-20
,Technical Specification,2,,,,unassigned,New Task 983,2025-05-3
,Finish Schedule,1,,,,unassigned,New Task 984,2025-05-16
,Site Plan,3,,,,unassigned,New Task 985,2025-05-3
,Construction Document,2,,,,unassigned,New Task 986,2025-05-18
,Furniture Layout Plan,3,,,,unassigned,New Task 987,
,Design Development,1,,,,unassigned,New Task 988,2025-05-7
,Construction Document,1,,,,unassigned,New Task 989,2025-05-13
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 990,
,Roof Plan,2,,,,unassigned,New Task 991,2025-05-20
,Construction Document,1,,,,unassigned,New Task 992,
,Roof Plan,2,,,,unassigned,New Task 993,2025-05-19
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 994,2025-05-29
,Permit Drawing,3,,,,unassigned,New Task 995,
,Section Drawing,3,,,,unassigned,New Task 996,
,Landscape Plan,1,,,,unassigned,New Task 997,2025-05-8
,Elevation Drawing,1,,,,unassigned,New Task 998,2025-05-21
,Furniture Layout Plan,3,,,,unassigned,New Task 999,2025-05-11
,Elevation Drawing,2,,,,unassigned,New Task 1000,
