title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Others,High,2025-04-16,9,0.83,Section Drawing,0.81
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Partition Plan,High,2025-04-27,3,0.9,Construction Document,0.8
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Schematic Design,Low,2025-05-09,3,0.96,Reflected Ceiling Plan,0.86
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Material Board,Neutral,2025-04-12,3,0.92,Section Drawing,0.99
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Site Plan,Neutral,2025-05-01,8,0.92,Floor Plan,0.82
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Custom Millwork & Joinery Drawing,Low,2025-04-11,6,0.98,Material Board,0.97
Construction Documentation,Compile detailed construction drawings for city permit approval.,Interior Layout Plan,Low,2025-04-14,3,0.94,Zoning & Building Code Compliance,0.95
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Furniture Layout Plan,High,2025-04-17,4,0.93,Elevation Drawing,0.83
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Zoning & Building Code Compliance,Neutral,2025-04-17,5,0.96,Permit Drawing,0.88
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Partition Plan,High,2025-05-03,10,0.81,Site Plan,0.8
General Specification Draft,Prepare general notes and material specifications for tender documents.,Finish Schedule,High,2025-04-27,8,0.86,Conceptual Design,0.96
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Virtual Reality,Neutral,2025-04-27,10,0.86,Roof Plan,0.86
Bid Package Compilation,Organize all documents needed for contractor bidding.,Virtual Reality,Neutral,2025-04-20,3,0.86,Material Board,0.89
Structural Coordination,Coordinate with the structural engineer for beam placements.,Hardscape Plan,High,2025-04-21,2,0.95,Design Development,0.93
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Hardscape Plan,Low,2025-05-02,1,0.93,General Specification,0.9
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Conceptual Design,High,2025-04-26,3,0.88,Finish Schedule,0.95
Bid Package Compilation,Organize all documents needed for contractor bidding.,Material Board,High,2025-04-29,2,0.93,Lighting & Fixture Plan,0.92
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Interior Layout Plan,Neutral,2025-04-13,7,0.87,Zoning & Building Code Compliance,0.97
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Finish Schedule,Neutral,2025-05-09,6,0.94,Custom Millwork & Joinery Drawing,0.87
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Partition Plan,Neutral,2025-05-04,2,0.91,Lighting & Fixture Plan,0.82
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Door & Window Schedule,High,2025-04-30,4,0.89,Landscape Plan,0.83
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Virtual Reality,High,2025-05-04,2,0.81,Permit Drawing,0.82
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Furniture Layout Plan,High,2025-04-24,2,0.83,3D Render,0.97
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Model,Neutral,2025-04-11,9,0.94,Conceptual Design,0.88
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Material Board,High,2025-04-25,5,0.93,Permit Drawing,0.82
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Permit Drawing,High,2025-04-16,8,0.88,Custom Millwork & Joinery Drawing,0.88
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Zoning & Building Code Compliance,Neutral,2025-04-15,4,0.91,Door & Window Schedule,0.87
General Specification Draft,Prepare general notes and material specifications for tender documents.,Reflected Ceiling Plan,Neutral,2025-05-09,8,0.9,Floor Plan,0.86
Technical Specifications,Compile technical specifications for the construction phase.,Design Development,Neutral,2025-05-10,2,0.85,Material Board,0.8
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Site Plan,Low,2025-04-22,8,0.98,Lighting & Fixture Plan,0.83
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,3D Render,High,2025-04-18,8,0.95,Others,0.92
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",3D Model,Neutral,2025-04-18,8,0.86,Section Drawing,0.81
General Specification Draft,Prepare general notes and material specifications for tender documents.,Elevation Drawing,Low,2025-05-04,7,0.91,Permit Drawing,0.81
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Design Development,Low,2025-05-06,8,0.81,Lighting & Fixture Plan,0.9
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Reflected Ceiling Plan,Low,2025-04-24,6,1.0,Permit Drawing,0.82
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Others,Neutral,2025-04-27,9,0.83,Permit Drawing,0.93
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,High,2025-05-02,2,0.96,Partition Plan,0.97
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Interior Layout Plan,Low,2025-04-28,7,0.82,3D Model,0.82
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Floor Plan,Low,2025-04-19,6,0.9,Elevation Drawing,0.9
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Others,Low,2025-05-08,10,0.86,Construction Document,0.84
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Landscape Plan,Neutral,2025-04-29,2,0.88,Elevation Drawing,0.99
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Schematic Design,High,2025-04-23,4,0.85,Furniture Layout Plan,0.86
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Reflected Ceiling Plan,High,2025-04-26,9,0.8,Technical Specification,0.97
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Material Board,Low,2025-05-07,1,0.87,Partition Plan,0.94
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Technical Specification,Low,2025-04-27,10,0.93,Construction Document,0.92
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Interior Layout Plan,Neutral,2025-05-10,6,0.81,General Specification,0.83
Structural Coordination,Coordinate with the structural engineer for beam placements.,Virtual Reality,Low,2025-05-02,2,0.8,Hardscape Plan,0.96
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,General Specification,Low,2025-05-09,9,0.87,Custom Millwork & Joinery Drawing,0.82
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Permit Drawing,Low,2025-04-21,8,0.83,Door & Window Schedule,0.91
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Partition Plan,Neutral,2025-04-24,9,0.96,Permit Drawing,0.99
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Door & Window Schedule,Neutral,2025-04-15,9,0.88,Permit Drawing,0.9
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Conceptual Design,Low,2025-04-28,3,0.92,Material Board,0.94
Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,Low,2025-04-25,6,0.96,Hardscape Plan,0.82
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Interior Layout Plan,High,2025-04-19,2,0.85,Roof Plan,0.99
Technical Specifications,Compile technical specifications for the construction phase.,Site Plan,Neutral,2025-04-19,10,0.98,Floor Plan,0.94
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Permit Drawing,Neutral,2025-05-02,9,0.92,Floor Plan,0.96
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Permit Drawing,High,2025-05-02,4,0.82,Permit Drawing,0.83
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Custom Millwork & Joinery Drawing,Neutral,2025-04-16,9,0.87,Design Development,0.86
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Technical Specification,High,2025-04-26,6,1.0,3D Render,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Door & Window Schedule,Neutral,2025-04-12,10,0.98,3D Render,0.86
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Finish Schedule,Low,2025-05-07,10,0.96,Others,0.93
Technical Specifications,Compile technical specifications for the construction phase.,Lighting & Fixture Plan,High,2025-04-29,5,0.85,Lighting & Fixture Plan,0.81
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Landscape Plan,Low,2025-04-20,1,1.0,Construction Document,0.94
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Schematic Design,High,2025-04-23,6,0.97,Reflected Ceiling Plan,0.95
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Technical Specification,Neutral,2025-04-16,9,0.86,Finish Schedule,0.94
Technical Specifications,Compile technical specifications for the construction phase.,Hardscape Plan,Low,2025-04-17,5,0.95,Floor Plan,0.9
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Zoning & Building Code Compliance,High,2025-04-12,6,0.95,Design Development,0.83
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Permit Drawing,Low,2025-04-21,4,0.98,Design Development,0.8
Structural Coordination,Coordinate with the structural engineer for beam placements.,Zoning & Building Code Compliance,Neutral,2025-05-08,8,0.88,Partition Plan,0.97
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Finish Schedule,Low,2025-04-24,3,0.93,Finish Schedule,0.83
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Elevation Drawing,Low,2025-04-11,4,0.81,Custom Millwork & Joinery Drawing,0.82
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Conceptual Design,High,2025-04-25,8,0.86,Permit Drawing,0.91
Structural Coordination,Coordinate with the structural engineer for beam placements.,Finish Schedule,Neutral,2025-05-09,9,0.95,Conceptual Design,0.97
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Site Plan,Neutral,2025-04-22,8,0.91,Roof Plan,0.87
Technical Specifications,Compile technical specifications for the construction phase.,Construction Document,High,2025-04-30,5,0.98,Conceptual Design,0.84
General Specification Draft,Prepare general notes and material specifications for tender documents.,Finish Schedule,High,2025-04-18,8,0.99,Schematic Design,0.87
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Furniture Layout Plan,High,2025-05-03,8,0.95,Others,0.81
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Door & Window Schedule,Neutral,2025-04-25,10,0.84,Finish Schedule,0.87
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Conceptual Design,Neutral,2025-04-30,7,0.9,Construction Document,0.98
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Technical Specification,Neutral,2025-04-21,3,0.8,General Specification,0.85
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,Low,2025-05-04,3,0.82,Custom Millwork & Joinery Drawing,0.96
