title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Landscape Plan,Low,2025-04-22,6,0.5,Reflected Ceiling Plan,0.2
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Reflected Ceiling Plan,Neutral,2025-05-03,9,0.36,Furniture Layout Plan,0.27
3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Render,Neutral,2025-05-02,5,0.29,Schematic Design,0.26
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Furniture Layout Plan,High,2025-05-05,9,0.49,Technical Specification,0.4
Structural Coordination,Coordinate with the structural engineer for beam placements.,Partition Plan,Neutral,2025-04-15,10,0.27,Reflected Ceiling Plan,0.25
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Virtual Reality,Low,2025-04-28,1,0.37,3D Render,0.17
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Virtual Reality,Low,2025-04-11,10,0.25,Zoning & Building Code Compliance,0.15
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,General Specification,Neutral,2025-05-09,4,0.18,Construction Document,0.24
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Custom Millwork & Joinery Drawing,High,2025-04-19,5,0.26,Schematic Design,0.35
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Hardscape Plan,High,2025-04-17,9,0.6,Partition Plan,0.42
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Furniture Layout Plan,Neutral,2025-04-17,9,0.29,Permit Drawing,0.26
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Virtual Reality,Neutral,2025-04-21,3,0.42,Elevation Drawing,0.28
Construction Documentation,Compile detailed construction drawings for city permit approval.,Floor Plan,Neutral,2025-05-02,3,0.27,Lighting & Fixture Plan,0.25
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Floor Plan,Low,2025-04-26,8,0.31,Construction Document,0.16
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Virtual Reality,High,2025-05-02,10,0.34,3D Model,0.37
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Construction Document,Low,2025-05-02,1,0.31,Zoning & Building Code Compliance,0.16
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Door & Window Schedule,High,2025-04-29,5,0.1,Zoning & Building Code Compliance,0.32
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Construction Document,Low,2025-04-11,2,0.18,Permit Drawing,0.14
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Hardscape Plan,Neutral,2025-04-21,8,0.44,Permit Drawing,0.29
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Reflected Ceiling Plan,Low,2025-05-02,7,0.17,Zoning & Building Code Compliance,0.13
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Section Drawing,High,2025-05-04,4,0.13,Elevation Drawing,0.33
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Design Development,Neutral,2025-05-08,10,0.38,Permit Drawing,0.28
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Furniture Layout Plan,High,2025-05-03,8,0.33,Zoning & Building Code Compliance,0.37
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Interior Layout Plan,High,2025-04-30,8,0.11,Door & Window Schedule,0.32
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Site Plan,Low,2025-05-07,3,0.2,Hardscape Plan,0.14
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Door & Window Schedule,Neutral,2025-05-06,3,0.44,Permit Drawing,0.29
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,High,2025-04-30,2,0.16,Site Plan,0.33
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Model,Low,2025-04-22,6,0.29,Furniture Layout Plan,0.16
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Floor Plan,Low,2025-04-25,10,0.22,Material Board,0.14
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Site Plan,Neutral,2025-04-12,7,0.21,Section Drawing,0.24
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Technical Specification,Neutral,2025-04-26,1,0.38,Floor Plan,0.28
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Section Drawing,Neutral,2025-05-01,10,0.55,Permit Drawing,0.31
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,Low,2025-04-27,4,0.49,Door & Window Schedule,0.2
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Zoning & Building Code Compliance,High,2025-04-15,1,0.34,Hardscape Plan,0.37
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Reflected Ceiling Plan,Neutral,2025-04-11,5,0.17,Schematic Design,0.23
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Site Plan,Neutral,2025-05-08,4,0.11,Hardscape Plan,0.22
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Construction Document,Low,2025-05-01,5,0.17,Door & Window Schedule,0.13
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Design Development,Low,2025-05-02,8,0.34,3D Model,0.17
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Interior Layout Plan,Neutral,2025-04-29,4,0.3,Custom Millwork & Joinery Drawing,0.26
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Interior Layout Plan,Low,2025-04-20,9,0.33,Design Development,0.17
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Virtual Reality,Low,2025-05-01,7,0.22,Construction Document,0.14
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Finish Schedule,Neutral,2025-05-05,6,0.18,General Specification,0.24
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Construction Document,High,2025-05-04,4,0.35,Furniture Layout Plan,0.37
General Specification Draft,Prepare general notes and material specifications for tender documents.,Permit Drawing,Low,2025-05-07,4,0.59,Site Plan,0.22
Construction Documentation,Compile detailed construction drawings for city permit approval.,Lighting & Fixture Plan,Low,2025-04-20,4,0.37,Door & Window Schedule,0.17
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Furniture Layout Plan,Low,2025-04-27,6,0.17,Conceptual Design,0.13
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Roof Plan,Neutral,2025-05-06,4,0.29,Floor Plan,0.26
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Zoning & Building Code Compliance,Low,2025-04-24,7,0.3,Construction Document,0.16
Structural Coordination,Coordinate with the structural engineer for beam placements.,Partition Plan,Low,2025-05-05,6,0.16,Finish Schedule,0.13
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,3D Render,High,2025-04-25,10,0.08,Others,0.32
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Roof Plan,Low,2025-04-26,10,0.24,Door & Window Schedule,0.15
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Floor Plan,Neutral,2025-05-05,10,0.18,Door & Window Schedule,0.24
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Material Board,High,2025-04-21,6,0.06,Virtual Reality,0.31
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Interior Layout Plan,Neutral,2025-05-01,9,0.25,Floor Plan,0.25
Construction Documentation,Compile detailed construction drawings for city permit approval.,Technical Specification,Neutral,2025-04-30,9,0.24,Technical Specification,0.55
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Material Board,Neutral,2025-05-06,3,0.56,Section Drawing,0.31
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Hardscape Plan,High,2025-04-24,1,0.36,3D Model,0.37
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Others,Low,2025-05-10,3,0.4,Landscape Plan,0.18
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Permit Drawing,High,2025-04-13,10,0.03,Material Board,0.31
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Technical Specification,High,2025-04-14,8,0.43,Site Plan,0.39
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Section Drawing,Neutral,2025-05-08,6,0.57,Lighting & Fixture Plan,0.31
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Schematic Design,High,2025-05-10,4,0.18,3D Render,0.34
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Floor Plan,Neutral,2025-04-11,1,0.56,Interior Layout Plan,0.31
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Floor Plan,High,2025-05-09,6,0.35,Lighting & Fixture Plan,0.37
Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,High,2025-05-08,6,0.28,Permit Drawing,0.36
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Floor Plan,Neutral,2025-05-08,8,0.23,Technical Specification,0.25
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Technical Specification,Low,2025-05-01,5,0.1,3D Model,0.12
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,General Specification,Low,2025-05-08,4,0.1,Roof Plan,0.12
General Specification Draft,Prepare general notes and material specifications for tender documents.,Site Plan,Neutral,2025-04-25,7,0.19,Hardscape Plan,0.24
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Zoning & Building Code Compliance,Low,2025-04-26,2,0.23,Finish Schedule,0.15
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,Low,2025-04-18,5,0.6,Conceptual Design,0.22
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Technical Specification,High,2025-04-22,9,0.53,Elevation Drawing,0.41
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Zoning & Building Code Compliance,Low,2025-05-04,5,0.06,Roof Plan,0.11
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Technical Specification,High,2025-04-14,9,0.5,Door & Window Schedule,0.4
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Door & Window Schedule,Low,2025-04-20,5,0.27,Lighting & Fixture Plan,0.15
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Technical Specification,High,2025-04-16,5,0.75,Roof Plan,0.45
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Interior Layout Plan,High,2025-04-17,9,0.76,Technical Specification,0.45
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,3D Model,Neutral,2025-04-13,10,0.43,Roof Plan,0.29
Structural Coordination,Coordinate with the structural engineer for beam placements.,Material Board,Neutral,2025-04-26,3,0.22,Construction Document,0.24
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Floor Plan,Neutral,2025-04-14,3,0.54,Technical Specification,0.31
